"","country","date","csum.cases"
"92040","Mauritius",2021-03-11,664
"92041","Mayotte",2021-03-11,18604
"92042","Mexico",2021-03-11,2150955
"92043","Micronesia",2021-03-11,1
"92044","Moldova",2021-03-11,200124
"92045","Monaco",2021-03-11,2075
"92046","Mongolia",2021-03-11,3664
"92047","Montenegro",2021-03-11,82029
"92048","Montserrat",2021-03-11,20
"92049","Morocco",2021-03-11,487750
"92050","Mozambique",2021-03-11,63645
"92051","MS Zaandam",2021-03-11,9
"92052","Namibia",2021-03-11,40631
"92053","Nepal",2021-03-11,275070
"92054","Netherlands",2021-03-11,1138796
"92055","New Caledonia",2021-03-11,81
"92056","New Zealand",2021-03-11,2417
"92057","Nicaragua",2021-03-11,6537
"92058","Niger",2021-03-11,4853
"92059","Nigeria",2021-03-11,159933
"92060","Macedonia",2021-03-11,110209
"92061","Norway",2021-03-11,78041
"92062","Oman",2021-03-11,145257
"92063","Pakistan",2021-03-11,600198
"92064","Panama",2021-03-11,346775
"92065","Papua New Guinea",2021-03-11,1819
"92066","Paraguay",2021-03-11,175827
"92067","Peru",2021-03-11,1387457
"92068","Philippines",2021-03-11,607048
"92069","Poland",2021-03-11,1849424
"92070","Portugal",2021-03-11,812575
"92071","Qatar",2021-03-11,168829
"92072","Reunion",2021-03-11,13801
"92073","Romania",2021-03-11,845352
"92074","Russian Federation",2021-03-11,4311893
"92075","Rwanda",2021-03-11,19945
"92076","Saint Barthelemy",2021-03-11,638
"92077","Saint Helena, Ascension and Tristan da Cunha",2021-03-11,4
"92078","Saint Kitts and Nevis",2021-03-11,42
"92079","Saint Lucia",2021-03-11,3966
"92080","Saint Pierre and Miquelon",2021-03-11,24
"92081","Saint Vincent and Grenadines",2021-03-11,1674
"92082","Samoa",2021-03-11,3
"92083","San Marino",2021-03-11,4062
"92084","Sao Tome and Principe",2021-03-11,2035
"92085","Saudi Arabia",2021-03-11,381348
"92086","Senegal",2021-03-11,36371
"92087","Serbia",2021-03-11,503291
"92088","Seychelles",2021-03-11,3132
"92089","Sierra Leone",2021-03-11,3932
"92090","Singapore",2021-03-11,60070
"92091","Sint Maarten",2021-03-11,2078
"92092","Slovakia",2021-03-11,331571
"92093","Slovenia",2021-03-11,198234
"92094","Solomon Islands",2021-03-11,18
"92095","Somalia",2021-03-11,8820
"92096","South Africa",2021-03-11,1525648
"92097","South Sudan",2021-03-11,9205
"92098","Spain",2021-03-11,3188553
"92099","Sri Lanka",2021-03-11,86989
"92100","Saint Martin",2021-03-11,1571
"92101","Sudan",2021-03-11,30686
"92102","Suriname",2021-03-11,8997
"92103","Sweden",2021-03-11,707192
"92104","Switzerland",2021-03-11,569312
"92105","Syria",2021-03-11,16257
"92106","Chinese Taipei",2021-03-11,978
"92107","Tajikistan",2021-03-11,13308
"92108","Tanzania",2021-03-11,509
"92109","Thailand",2021-03-11,26598
"92110","Timor",2021-03-11,159
"92111","Togo",2021-03-11,7857
"92112","Trinidad and Tobago",2021-03-11,7753
"92113","Tunisia",2021-03-11,239977
"92114","Turkey",2021-03-11,2835989
"92115","Turks and Caicos Islands",2021-03-11,2200
"92116","Uganda",2021-03-11,40535
"92117","Ukraine",2021-03-11,1474452
"92118","United Arab Emirates",2021-03-11,419996
"92119","United Kingdom",2021-03-11,4241677
"92120","Uruguay",2021-03-11,67717
"92121","United States of America",2021-03-11,29288010
"92122","Uzbekistan",2021-03-11,80392
"92123","Vanuatu",2021-03-11,3
"92124","Venezuela",2021-03-11,144277
"92125","Vietnam",2021-03-11,2533
"92126","Wallis and Futuna",2021-03-11,129
"92127","Palestine",2021-03-11,203669
"92128","Yemen",2021-03-11,2667
"92129","Zambia",2021-03-11,83913
"92130","Zimbabwe",2021-03-11,36377
"92131","Afghanistan",2021-03-12,55959
"92132","Albania",2021-03-12,116123
"92133","Algeria",2021-03-12,115008
"92134","Andorra",2021-03-12,11199
"92135","Angola",2021-03-12,21265
"92136","Anguilla",2021-03-12,18
"92137","Antigua and Barbuda",2021-03-12,945
"92138","Argentina",2021-03-12,2185747
"92139","Armenia",2021-03-12,177104
"92140","Aruba",2021-03-12,8320
"92141","Australia",2021-03-12,29112
"92142","Austria",2021-03-12,488042
"92143","Azerbaijan",2021-03-12,238959
"92144","Bahamas",2021-03-12,8658
"92145","Bahrain",2021-03-12,129825
"92146","Bangladesh",2021-03-12,555222
"92147","Barbados",2021-03-12,3391
"92148","Belarus",2021-03-12,300146
"92149","Belgium",2021-03-12,801723
"92150","Belize",2021-03-12,12370
"92151","Benin",2021-03-12,6501
"92152","Bermuda",2021-03-12,732
"92153","Bhutan",2021-03-12,868
"92154","Bolivia",2021-03-12,258324
"92155","Bonaire, Sint Eustatius and Saba",2021-03-12,196
"92156","Bosnia and Herzegovina",2021-03-12,142160
"92157","Botswana",2021-03-12,34098
"92158","Brazil",2021-03-12,11363380
"92159","British Virgin Islands",2021-03-12,153
"92160","Brunei",2021-03-12,192
"92161","Bulgaria",2021-03-12,275859
"92162","Burkina Faso",2021-03-12,12305
"92163","Myanmar",2021-03-12,142122
"92164","Burundi",2021-03-12,2420
"92165","Cabo Verde",2021-03-12,15986
"92166","Cambodia",2021-03-12,1264
"92167","Cameroon",2021-03-12,40622
"92168","Canada",2021-03-12,908854
"92169","Cayman Islands",2021-03-12,468
"92170","Central African Republic",2021-03-12,5023
"92171","Chad",2021-03-12,4274
"92172","Channel Islands",2021-03-12,4043
"92173","Chile",2021-03-12,879485
"92174","China",2021-03-12,90036
"92175","Colombia",2021-03-12,2294617
"92176","Comoros",2021-03-12,3618
"92177","Republic of the Congo",2021-03-12,9329
"92178","Democratic Republic of the Congo",2021-03-12,26846
"92179","Costa Rica",2021-03-12,209093
"92180","Cote d'Ivoire",2021-03-12,36824
"92181","Croatia",2021-03-12,249661
"92182","Cuba",2021-03-12,59919
"92183","Curacao",2021-03-12,4960
"92184","Cyprus",2021-03-12,38879
"92185","Czech Republic",2021-03-12,1376998
"92186","Denmark",2021-03-12,219305
"92187","Diamond Princess",2021-03-12,712
"92188","Djibouti",2021-03-12,6236
"92189","Dominica",2021-03-12,156
"92190","Dominican Republic",2021-03-12,245452
"92191","Ecuador",2021-03-12,299216
"92192","Egypt",2021-03-12,189639
"92193","El Salvador",2021-03-12,61947
"92194","Equatorial Guinea",2021-03-12,6456
"92195","Eritrea",2021-03-12,3038
"92196","Estonia",2021-03-12,82286
"92197","Eswatini",2021-03-12,17225
"92198","Ethiopia",2021-03-12,172571
"92199","Falkland Islands (Malvinas)",2021-03-12,54
"92200","Faroe Islands",2021-03-12,660
"92201","Fiji",2021-03-12,66
"92202","Finland",2021-03-12,65315
"92203","France",2021-03-12,3988194
"92204","French Guiana",2021-03-12,16693
"92205","French Polynesia",2021-03-12,18527
"92206","Gabon",2021-03-12,16660
"92207","Gambia",2021-03-12,4939
"92208","Georgia",2021-03-12,274377
"92209","Germany",2021-03-12,2559296
"92210","Ghana",2021-03-12,86737
"92211","Gibraltar",2021-03-12,4263
"92212","Greece",2021-03-12,217018
"92213","Greenland",2021-03-12,31
"92214","Grenada",2021-03-12,148
"92215","Guadeloupe",2021-03-12,10458
"92216","Guatemala",2021-03-12,181974
"92217","Guinea",2021-03-12,17592
"92218","Guinea Bissau",2021-03-12,3398
"92219","Guyana",2021-03-12,9069
"92220","Haiti",2021-03-12,12632
"92221","Holy See",2021-03-12,27
"92222","Honduras",2021-03-12,177168
"92223","Hong Kong",2021-03-12,11210
"92224","Hungary",2021-03-12,498183
"92225","Iceland",2021-03-12,6072
"92226","India",2021-03-12,11333728
"92227","Indonesia",2021-03-12,1410134
"92228","Iran",2021-03-12,1731558
"92229","Iraq",2021-03-12,750264
"92230","Ireland",2021-03-12,225820
"92231","Isle of Man",2021-03-12,1157
"92232","Israel",2021-03-12,816198
"92233","Italy",2021-03-12,3175807
"92234","Jamaica",2021-03-12,29387
"92235","Japan",2021-03-12,444977
"92236","Jordan",2021-03-12,464856
"92237","Kazakhstan",2021-03-12,272365
"92238","Kenya",2021-03-12,111935
"92239","South Korea",2021-03-12,95176
"92240","Kosovo",2021-03-12,76070
"92241","Kuwait",2021-03-12,207249
"92242","Kyrgyzstan",2021-03-12,86818
"92243","Laos",2021-03-12,48
"92244","Latvia",2021-03-12,92906
"92245","Lebanon",2021-03-12,411839
"92246","Lesotho",2021-03-12,10528
"92247","Liberia",2021-03-12,2030
"92248","Libya",2021-03-12,143643
"92249","Liechtenstein",2021-03-12,2601
"92250","Lithuania",2021-03-12,204356
"92251","Luxembourg",2021-03-12,57503
"92252","Macau",2021-03-12,48
"92253","Madagascar",2021-03-12,20155
"92254","Malawi",2021-03-12,32746
"92255","Malaysia",2021-03-12,320939
"92256","Maldives",2021-03-12,21382
"92257","Mali",2021-03-12,8813
"92258","Malta",2021-03-12,25969
"92259","Marshall Islands",2021-03-12,4
"92260","Martinique",2021-03-12,6886
"92261","Mauritania",2021-03-12,17410
"92262","Mauritius",2021-03-12,711
"92263","Mayotte",2021-03-12,18604
"92264","Mexico",2021-03-12,2157771
"92265","Micronesia",2021-03-12,1
"92266","Moldova",2021-03-12,201909
"92267","Monaco",2021-03-12,2097
"92268","Mongolia",2021-03-12,3833
"92269","Montenegro",2021-03-12,82610
"92270","Montserrat",2021-03-12,20
"92271","Morocco",2021-03-12,488181
"92272","Mozambique",2021-03-12,64004
"92273","MS Zaandam",2021-03-12,9
"92274","Namibia",2021-03-12,40810
"92275","Nepal",2021-03-12,275118
"92276","Netherlands",2021-03-12,1144822
"92277","New Caledonia",2021-03-12,88
"92278","New Zealand",2021-03-12,2422
"92279","Nicaragua",2021-03-12,6537
"92280","Niger",2021-03-12,4853
"92281","Nigeria",2021-03-12,160332
"92282","Macedonia",2021-03-12,111077
"92283","Norway",2021-03-12,78946
"92284","Oman",2021-03-12,145257
"92285","Pakistan",2021-03-12,602536
"92286","Panama",2021-03-12,347226
"92287","Papua New Guinea",2021-03-12,1819
"92288","Paraguay",2021-03-12,177593
"92289","Peru",2021-03-12,1394571
"92290","Philippines",2021-03-12,611618
"92291","Poland",2021-03-12,1868297
"92292","Portugal",2021-03-12,813152
"92293","Qatar",2021-03-12,169284
"92294","Reunion",2021-03-12,13801
"92295","Romania",2021-03-12,850362
"92296","Russian Federation",2021-03-12,4321588
"92297","Rwanda",2021-03-12,20057
"92298","Saint Barthelemy",2021-03-12,712
"92299","Saint Helena, Ascension and Tristan da Cunha",2021-03-12,4
"92300","Saint Kitts and Nevis",2021-03-12,42
"92301","Saint Lucia",2021-03-12,3989
"92302","Saint Pierre and Miquelon",2021-03-12,24
"92303","Saint Vincent and Grenadines",2021-03-12,1674
"92304","Samoa",2021-03-12,3
"92305","San Marino",2021-03-12,4096
"92306","Sao Tome and Principe",2021-03-12,2057
"92307","Saudi Arabia",2021-03-12,381708
"92308","Senegal",2021-03-12,36569
"92309","Serbia",2021-03-12,507959
"92310","Seychelles",2021-03-12,3173
"92311","Sierra Leone",2021-03-12,3934
"92312","Singapore",2021-03-12,60080
"92313","Sint Maarten",2021-03-12,2082
"92314","Slovakia",2021-03-12,333872
"92315","Slovenia",2021-03-12,199004
"92316","Solomon Islands",2021-03-12,18
"92317","Somalia",2021-03-12,8820
"92318","South Africa",2021-03-12,1526873
"92319","South Sudan",2021-03-12,9334
"92320","Spain",2021-03-12,3188553
"92321","Sri Lanka",2021-03-12,87286
"92322","Saint Martin",2021-03-12,1602
"92323","Sudan",2021-03-12,30873
"92324","Suriname",2021-03-12,9012
"92325","Sweden",2021-03-12,712527
"92326","Switzerland",2021-03-12,570645
"92327","Syria",2021-03-12,16328
"92328","Chinese Taipei",2021-03-12,984
"92329","Tajikistan",2021-03-12,13308
"92330","Tanzania",2021-03-12,509
"92331","Thailand",2021-03-12,26679
"92332","Timor",2021-03-12,170
"92333","Togo",2021-03-12,7953
"92334","Trinidad and Tobago",2021-03-12,7759
"92335","Tunisia",2021-03-12,240617
"92336","Turkey",2021-03-12,2850930
"92337","Turks and Caicos Islands",2021-03-12,2200
"92338","Uganda",2021-03-12,40544
"92339","Ukraine",2021-03-12,1487497
"92340","United Arab Emirates",2021-03-12,422246
"92341","United Kingdom",2021-03-12,4248286
"92342","Uruguay",2021-03-12,69074
"92343","United States of America",2021-03-12,29349533
"92344","Uzbekistan",2021-03-12,80392
"92345","Vanuatu",2021-03-12,3
"92346","Venezuela",2021-03-12,144786
"92347","Vietnam",2021-03-12,2550
"92348","Wallis and Futuna",2021-03-12,146
"92349","Palestine",2021-03-12,205652
"92350","Yemen",2021-03-12,2729
"92351","Zambia",2021-03-12,84240
"92352","Zimbabwe",2021-03-12,36423
"92353","Afghanistan",2021-03-13,55959
"92354","Albania",2021-03-13,116821
"92355","Algeria",2021-03-13,115143
"92356","Andorra",2021-03-13,11228
"92357","Angola",2021-03-13,21323
"92358","Anguilla",2021-03-13,21
"92359","Antigua and Barbuda",2021-03-13,962
"92360","Argentina",2021-03-13,2192025
"92361","Armenia",2021-03-13,177899
"92362","Aruba",2021-03-13,8376
"92363","Australia",2021-03-13,29117
"92364","Austria",2021-03-13,491065
"92365","Azerbaijan",2021-03-13,239692
"92366","Bahamas",2021-03-13,8658
"92367","Bahrain",2021-03-13,130404
"92368","Bangladesh",2021-03-13,556236
"92369","Barbados",2021-03-13,3404
"92370","Belarus",2021-03-13,301328
"92371","Belgium",2021-03-13,805321
"92372","Belize",2021-03-13,12370
"92373","Benin",2021-03-13,6501
"92374","Bermuda",2021-03-13,735
"92375","Bhutan",2021-03-13,868
"92376","Bolivia",2021-03-13,259004
"92377","Bonaire, Sint Eustatius and Saba",2021-03-13,196
"92378","Bosnia and Herzegovina",2021-03-13,142160
"92379","Botswana",2021-03-13,34098
"92380","Brazil",2021-03-13,11439558
"92381","British Virgin Islands",2021-03-13,153
"92382","Brunei",2021-03-13,192
"92383","Bulgaria",2021-03-13,277878
"92384","Burkina Faso",2021-03-13,12350
"92385","Myanmar",2021-03-13,142136
"92386","Burundi",2021-03-13,2441
"92387","Cabo Verde",2021-03-13,16035
"92388","Cambodia",2021-03-13,1305
"92389","Cameroon",2021-03-13,40622
"92390","Canada",2021-03-13,911884
"92391","Cayman Islands",2021-03-13,468
"92392","Central African Republic",2021-03-13,5023
"92393","Chad",2021-03-13,4288
"92394","Channel Islands",2021-03-13,4043
"92395","Chile",2021-03-13,885379
"92396","China",2021-03-13,90046
"92397","Colombia",2021-03-13,2299082
"92398","Comoros",2021-03-13,3626
"92399","Republic of the Congo",2021-03-13,9329
"92400","Democratic Republic of the Congo",2021-03-13,26938
"92401","Costa Rica",2021-03-13,209093
"92402","Cote d'Ivoire",2021-03-13,37304
"92403","Croatia",2021-03-13,250484
"92404","Cuba",2021-03-13,60558
"92405","Curacao",2021-03-13,5051
"92406","Cyprus",2021-03-13,39277
"92407","Czech Republic",2021-03-13,1392108
"92408","Denmark",2021-03-13,219918
"92409","Diamond Princess",2021-03-13,712
"92410","Djibouti",2021-03-13,6252
"92411","Dominica",2021-03-13,156
"92412","Dominican Republic",2021-03-13,245616
"92413","Ecuador",2021-03-13,300666
"92414","Egypt",2021-03-13,190280
"92415","El Salvador",2021-03-13,62086
"92416","Equatorial Guinea",2021-03-13,6562
"92417","Eritrea",2021-03-13,3038
"92418","Estonia",2021-03-13,83872
"92419","Eswatini",2021-03-13,17234
"92420","Ethiopia",2021-03-13,174054
"92421","Falkland Islands (Malvinas)",2021-03-13,54
"92422","Faroe Islands",2021-03-13,660
"92423","Fiji",2021-03-13,66
"92424","Finland",2021-03-13,66006
"92425","France",2021-03-13,4017844
"92426","French Guiana",2021-03-13,16764
"92427","French Polynesia",2021-03-13,18527
"92428","Gabon",2021-03-13,16660
"92429","Gambia",2021-03-13,4985
"92430","Georgia",2021-03-13,274721
"92431","Germany",2021-03-13,2569864
"92432","Ghana",2021-03-13,87480
"92433","Gibraltar",2021-03-13,4263
"92434","Greece",2021-03-13,219521
"92435","Greenland",2021-03-13,31
"92436","Grenada",2021-03-13,148
"92437","Guadeloupe",2021-03-13,10458
"92438","Guatemala",2021-03-13,182679
"92439","Guinea",2021-03-13,17592
"92440","Guinea Bissau",2021-03-13,3436
"92441","Guyana",2021-03-13,9121
"92442","Haiti",2021-03-13,12632
"92443","Holy See",2021-03-13,27
"92444","Honduras",2021-03-13,177832
"92445","Hong Kong",2021-03-13,11257
"92446","Hungary",2021-03-13,507627
"92447","Iceland",2021-03-13,6072
"92448","India",2021-03-13,11359048
"92449","Indonesia",2021-03-13,1414741
"92450","Iran",2021-03-13,1739360
"92451","Iraq",2021-03-13,754318
"92452","Ireland",2021-03-13,226358
"92453","Isle of Man",2021-03-13,1234
"92454","Israel",2021-03-13,817799
"92455","Italy",2021-03-13,3201838
"92456","Jamaica",2021-03-13,29912
"92457","Japan",2021-03-13,446312
"92458","Jordan",2021-03-13,469000
"92459","Kazakhstan",2021-03-13,273469
"92460","Kenya",2021-03-13,112805
"92461","South Korea",2021-03-13,95635
"92462","Kosovo",2021-03-13,76070
"92463","Kuwait",2021-03-13,208460
"92464","Kyrgyzstan",2021-03-13,86818
"92465","Laos",2021-03-13,48
"92466","Latvia",2021-03-13,93484
"92467","Lebanon",2021-03-13,415362
"92468","Lesotho",2021-03-13,10530
"92469","Liberia",2021-03-13,2030
"92470","Libya",2021-03-13,143643
"92471","Liechtenstein",2021-03-13,2602
"92472","Lithuania",2021-03-13,204954
"92473","Luxembourg",2021-03-13,57503
"92474","Macau",2021-03-13,48
"92475","Madagascar",2021-03-13,21356
"92476","Malawi",2021-03-13,32789
"92477","Malaysia",2021-03-13,322409
"92478","Maldives",2021-03-13,21476
"92479","Mali",2021-03-13,8862
"92480","Malta",2021-03-13,26267
"92481","Marshall Islands",2021-03-13,4
"92482","Martinique",2021-03-13,6886
"92483","Mauritania",2021-03-13,17424
"92484","Mauritius",2021-03-13,739
"92485","Mayotte",2021-03-13,18642
"92486","Mexico",2021-03-13,2163875
"92487","Micronesia",2021-03-13,1
"92488","Moldova",2021-03-13,203710
"92489","Monaco",2021-03-13,2106
"92490","Mongolia",2021-03-13,3961
"92491","Montenegro",2021-03-13,83165
"92492","Montserrat",2021-03-13,20
"92493","Morocco",2021-03-13,488632
"92494","Mozambique",2021-03-13,64296
"92495","MS Zaandam",2021-03-13,9
"92496","Namibia",2021-03-13,41025
"92497","Nepal",2021-03-13,275178
"92498","Netherlands",2021-03-13,1151218
"92499","New Caledonia",2021-03-13,91
"92500","New Zealand",2021-03-13,2423
"92501","Nicaragua",2021-03-13,6537
"92502","Niger",2021-03-13,4857
"92503","Nigeria",2021-03-13,160537
"92504","Macedonia",2021-03-13,112107
"92505","Norway",2021-03-13,79800
"92506","Oman",2021-03-13,145257
"92507","Pakistan",2021-03-13,605200
"92508","Panama",2021-03-13,347641
"92509","Papua New Guinea",2021-03-13,1819
"92510","Paraguay",2021-03-13,179072
"92511","Peru",2021-03-13,1402610
"92512","Philippines",2021-03-13,616611
"92513","Poland",2021-03-13,1889360
"92514","Portugal",2021-03-13,813716
"92515","Qatar",2021-03-13,169767
"92516","Reunion",2021-03-13,13801
"92517","Romania",2021-03-13,855326
"92518","Russian Federation",2021-03-13,4331396
"92519","Rwanda",2021-03-13,20143
"92520","Saint Barthelemy",2021-03-13,712
"92521","Saint Helena, Ascension and Tristan da Cunha",2021-03-13,4
"92522","Saint Kitts and Nevis",2021-03-13,43
"92523","Saint Lucia",2021-03-13,3989
"92524","Saint Pierre and Miquelon",2021-03-13,24
"92525","Saint Vincent and Grenadines",2021-03-13,1680
"92526","Samoa",2021-03-13,3
"92527","San Marino",2021-03-13,4126
"92528","Sao Tome and Principe",2021-03-13,2078
"92529","Saudi Arabia",2021-03-13,382059
"92530","Senegal",2021-03-13,36726
"92531","Serbia",2021-03-13,512051
"92532","Seychelles",2021-03-13,3173
"92533","Sierra Leone",2021-03-13,3937
"92534","Singapore",2021-03-13,60088
"92535","Sint Maarten",2021-03-13,2082
"92536","Slovakia",2021-03-13,336235
"92537","Slovenia",2021-03-13,199854
"92538","Solomon Islands",2021-03-13,18
"92539","Somalia",2021-03-13,8946
"92540","South Africa",2021-03-13,1528414
"92541","South Sudan",2021-03-13,9429
"92542","Spain",2021-03-13,3188553
"92543","Sri Lanka",2021-03-13,87600
"92544","Saint Martin",2021-03-13,1602
"92545","Sudan",2021-03-13,30873
"92546","Suriname",2021-03-13,9022
"92547","Sweden",2021-03-13,712527
"92548","Switzerland",2021-03-13,570645
"92549","Syria",2021-03-13,16401
"92550","Chinese Taipei",2021-03-13,984
"92551","Tajikistan",2021-03-13,13308
"92552","Tanzania",2021-03-13,509
"92553","Thailand",2021-03-13,26757
"92554","Timor",2021-03-13,178
"92555","Togo",2021-03-13,7953
"92556","Trinidad and Tobago",2021-03-13,7769
"92557","Tunisia",2021-03-13,241257
"92558","Turkey",2021-03-13,2866012
"92559","Turks and Caicos Islands",2021-03-13,2200
"92560","Uganda",2021-03-13,40544
"92561","Ukraine",2021-03-13,1500873
"92562","United Arab Emirates",2021-03-13,424405
"92563","United Kingdom",2021-03-13,4253820
"92564","Uruguay",2021-03-13,70133
"92565","United States of America",2021-03-13,29402465
"92566","Uzbekistan",2021-03-13,80481
"92567","Vanuatu",2021-03-13,3
"92568","Venezuela",2021-03-13,145379
"92569","Vietnam",2021-03-13,2553
"92570","Wallis and Futuna",2021-03-13,176
"92571","Palestine",2021-03-13,207436
"92572","Yemen",2021-03-13,2771
"92573","Zambia",2021-03-13,84474
"92574","Zimbabwe",2021-03-13,36471
"92575","Afghanistan",2021-03-14,55985
"92576","Albania",2021-03-14,117474
"92577","Algeria",2021-03-14,115265
"92578","Andorra",2021-03-14,11266
"92579","Angola",2021-03-14,21380
"92580","Anguilla",2021-03-14,21
"92581","Antigua and Barbuda",2021-03-14,963
"92582","Argentina",2021-03-14,2195722
"92583","Armenia",2021-03-14,178385
"92584","Aruba",2021-03-14,8395
"92585","Australia",2021-03-14,29130
"92586","Austria",2021-03-14,493568
"92587","Azerbaijan",2021-03-14,240295
"92588","Bahamas",2021-03-14,8658
"92589","Bahrain",2021-03-14,131001
"92590","Bangladesh",2021-03-14,557395
"92591","Barbados",2021-03-14,3421
"92592","Belarus",2021-03-14,302323
"92593","Belgium",2021-03-14,808283
"92594","Belize",2021-03-14,12370
"92595","Benin",2021-03-14,6501
"92596","Bermuda",2021-03-14,735
"92597","Bhutan",2021-03-14,868
"92598","Bolivia",2021-03-14,259389
"92599","Bonaire, Sint Eustatius and Saba",2021-03-14,196
"92600","Bosnia and Herzegovina",2021-03-14,142160
"92601","Botswana",2021-03-14,34098
"92602","Brazil",2021-03-14,11483370
"92603","British Virgin Islands",2021-03-14,153
"92604","Brunei",2021-03-14,199
"92605","Bulgaria",2021-03-14,278557
"92606","Burkina Faso",2021-03-14,12372
"92607","Myanmar",2021-03-14,142147
"92608","Burundi",2021-03-14,2461
"92609","Cabo Verde",2021-03-14,16101
"92610","Cambodia",2021-03-14,1325
"92611","Cameroon",2021-03-14,40622
"92612","Canada",2021-03-14,914595
"92613","Cayman Islands",2021-03-14,468
"92614","Central African Republic",2021-03-14,5023
"92615","Chad",2021-03-14,4309
"92616","Channel Islands",2021-03-14,4043
"92617","Chile",2021-03-14,891110
"92618","China",2021-03-14,90051
"92619","Colombia",2021-03-14,2303144
"92620","Comoros",2021-03-14,3635
"92621","Republic of the Congo",2021-03-14,9329
"92622","Democratic Republic of the Congo",2021-03-14,27014
"92623","Costa Rica",2021-03-14,209093
"92624","Cote d'Ivoire",2021-03-14,37653
"92625","Croatia",2021-03-14,251045
"92626","Cuba",2021-03-14,61472
"92627","Curacao",2021-03-14,5110
"92628","Cyprus",2021-03-14,39651
"92629","Czech Republic",2021-03-14,1399078
"92630","Denmark",2021-03-14,220459
"92631","Diamond Princess",2021-03-14,712
"92632","Djibouti",2021-03-14,6268
"92633","Dominica",2021-03-14,156
"92634","Dominican Republic",2021-03-14,246045
"92635","Ecuador",2021-03-14,302221
"92636","Egypt",2021-03-14,190924
"92637","El Salvador",2021-03-14,62229
"92638","Equatorial Guinea",2021-03-14,6562
"92639","Eritrea",2021-03-14,3038
"92640","Estonia",2021-03-14,84807
"92641","Eswatini",2021-03-14,17237
"92642","Ethiopia",2021-03-14,175467
"92643","Falkland Islands (Malvinas)",2021-03-14,54
"92644","Faroe Islands",2021-03-14,661
"92645","Fiji",2021-03-14,66
"92646","Finland",2021-03-14,66869
"92647","France",2021-03-14,4043769
"92648","French Guiana",2021-03-14,16764
"92649","French Polynesia",2021-03-14,18527
"92650","Gabon",2021-03-14,16660
"92651","Gambia",2021-03-14,4985
"92652","Georgia",2021-03-14,274989
"92653","Germany",2021-03-14,2578842
"92654","Ghana",2021-03-14,87762
"92655","Gibraltar",2021-03-14,4263
"92656","Greece",2021-03-14,221147
"92657","Greenland",2021-03-14,31
"92658","Grenada",2021-03-14,148
"92659","Guadeloupe",2021-03-14,10725
"92660","Guatemala",2021-03-14,182881
"92661","Guinea",2021-03-14,17742
"92662","Guinea Bissau",2021-03-14,3447
"92663","Guyana",2021-03-14,9160
"92664","Haiti",2021-03-14,12632
"92665","Holy See",2021-03-14,27
"92666","Honduras",2021-03-14,178277
"92667","Hong Kong",2021-03-14,11281
"92668","Hungary",2021-03-14,516490
"92669","Iceland",2021-03-14,6072
"92670","India",2021-03-14,11385339
"92671","Indonesia",2021-03-14,1419455
"92672","Iran",2021-03-14,1746953
"92673","Iraq",2021-03-14,758184
"92674","Ireland",2021-03-14,226741
"92675","Isle of Man",2021-03-14,1278
"92676","Israel",2021-03-14,818977
"92677","Italy",2021-03-14,3223142
"92678","Jamaica",2021-03-14,30499
"92679","Japan",2021-03-14,447287
"92680","Jordan",2021-03-14,477053
"92681","Kazakhstan",2021-03-14,274541
"92682","Kenya",2021-03-14,113236
"92683","South Korea",2021-03-14,96017
"92684","Kosovo",2021-03-14,76070
"92685","Kuwait",2021-03-14,209523
"92686","Kyrgyzstan",2021-03-14,86850
"92687","Laos",2021-03-14,48
"92688","Latvia",2021-03-14,93781
"92689","Lebanon",2021-03-14,418448
"92690","Lesotho",2021-03-14,10530
"92691","Liberia",2021-03-14,2030
"92692","Libya",2021-03-14,144993
"92693","Liechtenstein",2021-03-14,2612
"92694","Lithuania",2021-03-14,205385
"92695","Luxembourg",2021-03-14,57503
"92696","Macau",2021-03-14,48
"92697","Madagascar",2021-03-14,21356
"92698","Malawi",2021-03-14,32789
"92699","Malaysia",2021-03-14,323763
"92700","Maldives",2021-03-14,21572
"92701","Mali",2021-03-14,8913
"92702","Malta",2021-03-14,26535
"92703","Marshall Islands",2021-03-14,4
"92704","Martinique",2021-03-14,7037
"92705","Mauritania",2021-03-14,17438
"92706","Mauritius",2021-03-14,742
"92707","Mayotte",2021-03-14,18642
"92708","Mexico",2021-03-14,2166290
"92709","Micronesia",2021-03-14,1
"92710","Moldova",2021-03-14,204463
"92711","Monaco",2021-03-14,2107
"92712","Mongolia",2021-03-14,4083
"92713","Montenegro",2021-03-14,83693
"92714","Montserrat",2021-03-14,20
"92715","Morocco",2021-03-14,488937
"92716","Mozambique",2021-03-14,64516
"92717","MS Zaandam",2021-03-14,9
"92718","Namibia",2021-03-14,41200
"92719","Nepal",2021-03-14,275231
"92720","Netherlands",2021-03-14,1157192
"92721","New Caledonia",2021-03-14,93
"92722","New Zealand",2021-03-14,2430
"92723","Nicaragua",2021-03-14,6537
"92724","Niger",2021-03-14,4860
"92725","Nigeria",2021-03-14,160657
"92726","Macedonia",2021-03-14,112646
"92727","Norway",2021-03-14,80440
"92728","Oman",2021-03-14,146867
"92729","Pakistan",2021-03-14,607453
"92730","Panama",2021-03-14,347919
"92731","Papua New Guinea",2021-03-14,2173
"92732","Paraguay",2021-03-14,180014
"92733","Peru",2021-03-14,1407963
